image_id,filename,codec,quality,ssim,psnr,msssim,msssim_db,bytes,bpp
0,kodim01.png,bpg,10,0.9974931662973674,48.59875149098562,0.9996713091663934,34.832124071735024,212775,6.493377685546875
0,kodim01.png,bpg,11,0.9971522537547789,48.05773550228174,0.9996246981487693,34.25619293361255,198073,6.044708251953125
0,kodim01.png,bpg,12,0.9967692019947699,47.55567602836155,0.9995737768074563,33.70362922243337,185570,5.66314697265625
0,kodim01.png,bpg,13,0.9963381106592634,47.04420068599521,0.9995098153728463,33.09640312926907,173567,5.296844482421875
0,kodim01.png,bpg,14,0.995872128290057,46.53277470009399,0.9994370011061906,32.49492458457618,162427,4.956878662109375
0,kodim01.png,bpg,15,0.9953088787349555,46.010597709999885,0.9993490221973309,31.86433819945911,152809,4.663360595703125
0,kodim01.png,bpg,16,0.9946485170179905,45.442155108383815,0.9992395045603043,31.18903385846266,143222,4.37078857421875
0,kodim01.png,bpg,17,0.9939014590976939,44.84838935317194,0.9991088461987243,30.500473360517418,134073,4.091583251953125
0,kodim01.png,bpg,18,0.9930244233883881,44.240493482618945,0.9989621066169659,29.838472568325855,126094,3.84808349609375
0,kodim01.png,bpg,19,0.9918064169616856,43.565381365657466,0.998755613655893,29.05044763483889,118075,3.603363037109375
0,kodim01.png,bpg,20,0.9907053315223209,42.909540337768604,0.9985536872253408,28.39737777843856,110514,3.37261962890625
0,kodim01.png,bpg,21,0.989186229190341,42.239937917439995,0.9982870548205317,27.662565358292277,103737,3.165802001953125
0,kodim01.png,bpg,22,0.9875089025498079,41.498662091709576,0.9979638597576498,26.911923125920254,96807,2.954315185546875
0,kodim01.png,bpg,23,0.9853399208842077,40.74079575300409,0.9975941759934981,26.18736145824378,89903,2.743621826171875
0,kodim01.png,bpg,24,0.9828387549008042,39.98480082316697,0.9971272234158429,25.416981477778396,83767,2.556365966796875
0,kodim01.png,bpg,25,0.9797271233962342,39.1861249869834,0.9965311400955386,24.598132394914465,77590,2.36785888671875
0,kodim01.png,bpg,26,0.976286715649779,38.357372400965666,0.9958584279136127,23.828347750999903,71634,2.18609619140625
0,kodim01.png,bpg,27,0.9721220769255615,37.56607356191473,0.9950490578599297,23.05312149086618,66271,2.022430419921875
0,kodim01.png,bpg,28,0.9669163532718138,36.70796360452247,0.9940167110667776,22.230600245565295,60662,1.85125732421875
