image_id,filename,codec,quality,ssim,psnr,msssim,msssim_db,bytes,bpp,perceptual similarity
0,mdab5dc4b068.png,guetzli,99,0.9836210469031766,42.14647359198885,0.9983148175610104,27.733530752333206,140119,4.276092529296875,0.005345599725842476
0,mdab5dc4b068.png,guetzli,97,0.9719480241981843,39.82224600752134,0.9965890307106386,24.67122190742395,93931,2.866546630859375,0.015825588256120682
0,mdab5dc4b068.png,guetzli,95,0.964307517909543,38.73113483591487,0.9952964303536299,23.275724209363197,65322,1.99346923828125,0.023179981857538223
0,mdab5dc4b068.png,guetzli,93,0.9579625059214744,38.03250417610005,0.9941918250007086,22.35960306894457,56507,1.724456787109375,0.027359887957572937
0,mdab5dc4b068.png,guetzli,91,0.9526151537352615,37.49771260796227,0.9931523494603104,21.64458411379535,48021,1.465484619140625,0.031469959765672684
0,mdab5dc4b068.png,guetzli,89,0.9469737771273458,37.01973818911453,0.9920729261137267,21.008870938374752,44030,1.34368896484375,0.03591097891330719
0,mdab5dc4b068.png,guetzli,87,0.9417197919070294,36.60994811479406,0.990971904164132,20.44403839407329,39537,1.206573486328125,0.039000630378723145
0,mdab5dc4b068.png,guetzli,85,0.9371102716470014,36.31224979981054,0.9900141656631991,20.006156430886413,36984,1.128662109375,0.045589856803417206
1,mdf6115b24cc.png,guetzli,99,0.9754566536304163,37.92164530001487,0.9974241009375866,25.890711589736167,194323,5.930267333984375,0.004012977704405785
1,mdf6115b24cc.png,guetzli,97,0.9594785880480136,35.86573253994115,0.9948427369283529,22.875807146955395,141589,4.320953369140625,0.012045061215758324
1,mdf6115b24cc.png,guetzli,95,0.9485636848240432,34.71502867701308,0.9927471947210982,21.394939821871777,100683,3.072601318359375,0.022276973351836205
1,mdf6115b24cc.png,guetzli,93,0.9385038512380373,33.91561281324416,0.9908263898260441,20.374597188472592,84911,2.591278076171875,0.03393665701150894
1,mdf6115b24cc.png,guetzli,91,0.9295758960652827,33.337691936668094,0.9888837515175714,19.540417539654204,69757,2.128814697265625,0.04763996601104736
1,mdf6115b24cc.png,guetzli,89,0.9209150101157744,32.83008017697813,0.9870800175647408,18.887380767647123,60972,1.8607177734375,0.0635192021727562
1,mdf6115b24cc.png,guetzli,87,0.9120119010386517,32.389017084917064,0.9850196238275065,18.244772809231375,53679,1.638153076171875,0.07847124338150024
1,mdf6115b24cc.png,guetzli,85,0.9043575285744176,32.043029458869434,0.9832834046321269,17.768521696905633,47064,1.436279296875,0.08935021609067917
2,md490041966c.png,guetzli,99,0.9894815394799155,41.8069300850626,0.9988349415332073,29.33652279643702,127767,3.899139404296875,0.013155492022633553
2,md490041966c.png,guetzli,97,0.9830324207179585,39.67676096755627,0.9978783251396411,26.73321169525699,88945,2.714385986328125,0.02713852934539318
2,md490041966c.png,guetzli,95,0.9772481095239777,38.37698601082568,0.9969498999287755,25.15685911581853,65150,1.98822021484375,0.03334406763315201
2,md490041966c.png,guetzli,93,0.9723713858551729,37.49063726054265,0.996126692933443,24.119180718171688,53314,1.62701416015625,0.03820018470287323
2,md490041966c.png,guetzli,91,0.9669930710161898,36.71146812955542,0.9952023074028858,23.189675820567956,47566,1.45159912109375,0.04251982271671295
2,md490041966c.png,guetzli,89,0.9623914135863362,36.107780583085756,0.994392242297984,22.512107594762615,42114,1.28521728515625,0.041982922703027725
2,md490041966c.png,guetzli,87,0.9572387374888945,35.52551599951531,0.993437991568498,21.8296321592613,37876,1.1558837890625,0.04637708142399788
2,md490041966c.png,guetzli,85,0.9530368810039841,35.116684976629905,0.9926356780603037,21.32867234076574,35298,1.07720947265625,0.055118270218372345
3,mdb09a88eb2a.png,guetzli,99,0.9826640196361072,43.04950352089485,0.9984555856891831,28.112361827796633,154949,4.728668212890625,0.002948325127363205
3,mdb09a88eb2a.png,guetzli,97,0.970290643103643,40.55433778952326,0.9969490052165462,25.15558534907299,110369,3.368194580078125,0.009909182786941528
3,mdb09a88eb2a.png,guetzli,95,0.9601212095942956,39.09736765448782,0.995498798152336,23.46671511531387,67439,2.058074951171875,0.016898712143301964
3,mdb09a88eb2a.png,guetzli,93,0.9527064101703387,38.24498990898118,0.9943638942264065,22.49020865020285,54404,1.6602783203125,0.024462955072522163
