image_id,filename,codec,quality,ssim,psnr,msssim,msssim_db,bytes,bpp
0,alberto-montalesi-176097.png,jpeg2000,25,0.6867777666691071,24.208504223816654,0.8301006909155009,7.698083872368967,1067,0.032562255859375
0,alberto-montalesi-176097.png,jpeg2000,26,0.7206321917716368,25.25526061788348,0.8636817114814469,8.654458751273623,1454,0.04437255859375
0,alberto-montalesi-176097.png,jpeg2000,27,0.7417128544360979,26.094741216379404,0.8789043706457171,9.16871531353821,1863,0.056854248046875
0,alberto-montalesi-176097.png,jpeg2000,28,0.7635608592056968,27.24801000010103,0.8966690341681773,9.857695112526876,2586,0.07891845703125
0,alberto-montalesi-176097.png,jpeg2000,29,0.7901725790798327,28.250314623107503,0.9139313540525047,10.651550294051617,3452,0.1053466796875
0,alberto-montalesi-176097.png,jpeg2000,30,0.8129298313568959,29.278037993301286,0.9300158375494801,11.550002305365688,4513,0.137725830078125
0,alberto-montalesi-176097.png,jpeg2000,31,0.8282065593013628,30.09455615283073,0.9390255044866004,12.14851784235275,5797,0.176910400390625
0,alberto-montalesi-176097.png,jpeg2000,32,0.851774792347015,31.245140936965768,0.9510284802649577,13.1005641829541,7710,0.23529052734375
0,alberto-montalesi-176097.png,jpeg2000,33,0.8740520223610465,32.226609885769484,0.9629643729803139,14.313802982681024,9541,0.291168212890625
0,alberto-montalesi-176097.png,jpeg2000,34,0.8886159024640756,33.322865186669105,0.9683148493697377,14.991442239108025,12340,0.3765869140625
0,alberto-montalesi-176097.png,jpeg2000,35,0.9045809921345014,34.353677168788394,0.9756748944451159,16.139452665044516,15446,0.47137451171875
0,alberto-montalesi-176097.png,jpeg2000,36,0.91864560203781,35.39227251322383,0.9810287708553669,17.21904530290121,19100,0.5828857421875
0,alberto-montalesi-176097.png,jpeg2000,37,0.9290258259086074,36.478114775737865,0.9845631025292638,18.114399803430587,24546,0.74908447265625
0,alberto-montalesi-176097.png,jpeg2000,38,0.9395331030838397,37.51939479900157,0.9879410165715302,19.186893016497944,30724,0.9376220703125
0,alberto-montalesi-176097.png,jpeg2000,39,0.9477633018072672,38.51755023092757,0.9902978812708949,20.131334150243564,37949,1.158111572265625
0,alberto-montalesi-176097.png,jpeg2000,40,0.9550418675181126,39.528550773875374,0.9924533022789395,21.222430450933384,48183,1.470428466796875
0,alberto-montalesi-176097.png,jpeg2000,41,0.9623162410883045,40.50635049303529,0.994221350247682,22.381736276040883,60312,1.840576171875
0,alberto-montalesi-176097.png,jpeg2000,42,0.9667048426295466,41.331561336095355,0.9950124248704523,23.02110549329805,73820,2.2528076171875
0,alberto-montalesi-176097.png,jpeg2000,43,0.9711273320892698,42.026203009328455,0.9955799008117355,23.545679848516784,91531,2.793304443359375
0,alberto-montalesi-176097.png,jpeg2000,44,0.9764431197250727,43.016065884049574,0.9968700674083866,25.044650156182687,109125,3.330230712890625
1,alejandro-escamilla-6.png,jpeg2000,25,0.719760640410121,24.111654300102067,0.9062437351596844,10.279997028570442,2231,0.068084716796875
1,alejandro-escamilla-6.png,jpeg2000,26,0.7487593857778841,25.176909167548445,0.9190911163413387,10.920037909696777,2869,0.087554931640625
1,alejandro-escamilla-6.png,jpeg2000,27,0.7736493232517677,26.303668732202738,0.9306225273855051,11.587815253295211,3708,0.1131591796875
1,alejandro-escamilla-6.png,jpeg2000,28,0.80027417677865,27.254100446016597,0.9418693548498338,12.355948570951794,4633,0.141387939453125
1,alejandro-escamilla-6.png,jpeg2000,29,0.8157130560006065,28.21998539904063,0.949010633725877,12.925203856666066,5678,0.17327880859375
1,alejandro-escamilla-6.png,jpeg2000,30,0.8309889747315977,29.301824664137083,0.9539874533216056,13.371237289658948,6949,0.212066650390625
1,alejandro-escamilla-6.png,jpeg2000,31,0.8560228794422334,30.303878035977103,0.9617397448413121,14.172521379772892,8333,0.254302978515625
1,alejandro-escamilla-6.png,jpeg2000,32,0.8751777299814391,31.343272747443365,0.9696992472264041,15.185465820139385,9979,0.304534912109375
1,alejandro-escamilla-6.png,jpeg2000,33,0.8891193649430192,32.32401060998364,0.9744565320578804,15.927201405149642,11801,0.360137939453125
1,alejandro-escamilla-6.png,jpeg2000,34,0.9091042239546944,33.3559911645835,0.9789833337380044,16.77436172172802,13931,0.425140380859375
1,alejandro-escamilla-6.png,jpeg2000,35,0.9209494273828674,34.33165500539833,0.9825531667280544,17.58283389181878,16451,0.502044677734375
1,alejandro-escamilla-6.png,jpeg2000,36,0.9328500894893379,35.33509726579802,0.9860147744076747,18.54330523735655,19307,0.589202880859375
1,alejandro-escamilla-6.png,jpeg2000,37,0.942024550255595,36.34775272510193,0.988260308441491,19.30343313326671,22568,0.688720703125
1,alejandro-escamilla-6.png,jpeg2000,38,0.9557227283622777,37.42463069874325,0.9910173874246457,20.465973312567623,26768,0.81689453125
1,alejandro-escamilla-6.png,jpeg2000,39,0.9625106331069199,38.422139758438774,0.9929781409734388,21.535478938397866,31319,0.955780029296875
1,alejandro-escamilla-6.png,jpeg2000,40,0.9690938265727228,39.351828953827976,0.9942836067124604,22.42877899417018,36441,1.112091064453125
1,alejandro-escamilla-6.png,jpeg2000,41,0.9731200113281272,40.25208454470957,0.994972529142947,22.986504382165997,41742,1.27386474609375
1,alejandro-escamilla-6.png,jpeg2000,42,0.9772302597278929,41.13163818962353,0.9956936266301071,23.658883188101267,48732,1.4871826171875
1,alejandro-escamilla-6.png,jpeg2000,43,0.980749885546001,42.17120535275989,0.9969391481669329,25.141576928263063,55971,1.708099365234375
