image_id,filename,model_dir,codec,ssim,psnr,msssim,msssim_db,entropy,bytes,bpp,layers,quantization,entropy_reg,codebook,latent,latent_shape,n_features
0,alberto-montalesi-176097.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.9356608110997876,35.38485564022761,0.987644011000373,19.081224870170285,2.5272089181746864,17624,0.537841796875,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
1,alejandro-escamilla-6.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.8965067067926832,32.99015724752695,0.9871058376456547,18.896068657557215,2.580361279855533,19556,0.5968017578125,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
2,ales-krivec-15949.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.9566832491685405,34.03928719850991,0.9932103030297431,21.681496082058082,2.8858013415042976,21667,0.661224365234375,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
3,alexander-shustov-73.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.816403697409252,24.633893275734145,0.9634910652961519,14.376008391672318,3.539158672477857,28817,0.879425048828125,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
4,allef-vinicius-109434.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.9407517521379066,36.31074606258884,0.9888720768372105,19.53585881766164,2.1436307581434555,15258,0.46563720703125,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
5,amy-zhang-15940.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.8687500011190282,30.17614104836625,0.9783904285203668,16.65353845142484,2.6661460751375072,20357,0.621246337890625,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
6,andrew-ruiz-376.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.9218630046746444,29.082535460239836,0.9868002473728934,18.794342077100026,3.248488215299782,26052,0.7950439453125,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
7,benjamin-sloth-lindgreen-705.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.8864408206375259,30.70248772406863,0.9810431663361502,17.22234200603119,2.606793560764591,19681,0.600616455078125,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
8,casey-fyfe-999.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.909049598877484,35.68099710582064,0.9824446815619098,17.555912884059147,2.028536036921186,14094,0.43011474609375,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
9,clem-onojeghuo-33741.png,4k-0.5000/,TwitterDCN-65536D/64x64x16-r:soft-codebook-Q-5.0bpf-S+-H+250.00,0.8861143892153981,28.29428260442704,0.977007162351753,16.38407427211552,3.1258384140125877,23494,0.71697998046875,,soft-codebook-5bpf,250.0,soft-codebook,65536,64x64x16,16
