image_id,filename,codec,quality,ssim,psnr,msssim,msssim_db,bytes,bpp,perceptual similarity
0,alejandro-escamilla-6.png,guetzli,99,0.9893482956677229,41.57129319400282,0.9989321701778747,29.71497954424364,115550,3.52630615234375,0.001295216497965157
0,alejandro-escamilla-6.png,guetzli,97,0.981943433857484,38.94433397916595,0.9979302253100372,26.840769280848974,76255,2.327117919921875,0.0037196201737970114
0,alejandro-escamilla-6.png,guetzli,95,0.9753229037113641,37.373664991032065,0.9969827085317696,25.203827352575637,56922,1.73712158203125,0.0064399270340800285
0,alejandro-escamilla-6.png,guetzli,93,0.9693478011061168,36.3411289308551,0.9961164390198082,24.107698711061015,47113,1.437774658203125,0.00821755826473236
0,alejandro-escamilla-6.png,guetzli,91,0.9626660160119735,35.37266755138277,0.9951602707826691,23.151789364359118,41888,1.2783203125,0.011488312855362892
0,alejandro-escamilla-6.png,guetzli,89,0.9568220285934913,34.640754828860004,0.9943054135711652,22.44537811215599,36975,1.128387451171875,0.013773374259471893
0,alejandro-escamilla-6.png,guetzli,87,0.9508510648905958,33.98506759346171,0.9933184756152039,21.751244422582197,33705,1.028594970703125,0.015838928520679474
0,alejandro-escamilla-6.png,guetzli,85,0.9446680438931297,33.43376014749079,0.9924488684052699,21.21987961149385,31109,0.949371337890625,0.018965836614370346
1,jason-briscoe-149782.png,guetzli,99,0.9920337831207414,44.79189977513715,0.9990118494326161,30.051768756534194,111857,3.413604736328125,0.001705874572508037
1,jason-briscoe-149782.png,guetzli,97,0.9863885456850422,42.07226573781728,0.9977908447442071,26.557737615551076,61569,1.878936767578125,0.004522011149674654
1,jason-briscoe-149782.png,guetzli,95,0.9825484614000398,40.47890378213931,0.9969688261328806,25.18389151931656,40627,1.239837646484375,0.007928295060992241
1,jason-briscoe-149782.png,guetzli,93,0.9797645991193474,39.44168591996317,0.9964310590266873,24.474606347780338,30740,0.9381103515625,0.00973155815154314
1,jason-briscoe-149782.png,guetzli,91,0.9769349414548549,38.56726096992339,0.9958796804518032,23.850691012879757,26254,0.80120849609375,0.01124013215303421
1,jason-briscoe-149782.png,guetzli,89,0.9746099433708316,37.83472103898949,0.9954878285432203,23.456144060729052,24678,0.75311279296875,0.01247025653719902
1,jason-briscoe-149782.png,guetzli,87,0.9714515696199548,37.06912714272507,0.9946564199672041,22.721676816340057,22378,0.68292236328125,0.01397974044084549
1,jason-briscoe-149782.png,guetzli,85,0.9693309939895758,36.62585200410654,0.9942084444126181,22.372047709394778,20854,0.63641357421875,0.015549469739198685
2,sergey-zolkin-21232.png,guetzli,99,0.9893069501468953,45.47143569881382,0.9989600842467453,29.830018427960443,167253,5.104156494140625,0.0032594995573163033
2,sergey-zolkin-21232.png,guetzli,97,0.9813026580481342,43.145079342914954,0.9977093411024507,26.400395768696363,101909,3.110015869140625,0.008424300700426102
2,sergey-zolkin-21232.png,guetzli,95,0.9742175535799462,41.74581354236389,0.9964412170583965,24.48698499812558,58418,1.78277587890625,0.0215435903519392
2,sergey-zolkin-21232.png,guetzli,93,0.9693399085028377,40.79050553775727,0.9954883864373915,23.456681064569068,37008,1.12939453125,0.029433827847242355
2,sergey-zolkin-21232.png,guetzli,91,0.9654978125830059,40.103333523476145,0.9947393551297267,22.78961015079168,31382,0.95770263671875,0.036204203963279724
2,sergey-zolkin-21232.png,guetzli,89,0.9623632406871242,39.53036851969448,0.9940968433551102,22.289156922813213,28127,0.858367919921875,0.040732625871896744
2,sergey-zolkin-21232.png,guetzli,87,0.9592773823892654,39.00030299758116,0.9934197812197861,21.81759666650471,24959,0.761688232421875,0.04607619717717171
2,sergey-zolkin-21232.png,guetzli,85,0.955875039817227,38.54315064052123,0.9927862439397052,21.41838547831227,22618,0.69024658203125,0.04938120022416115
3,jared-erondu-21325.png,guetzli,99,0.9871626792173807,43.21721731052396,0.9985646070860349,28.43029202059011,147098,4.48907470703125,0.0044488185085356236
3,jared-erondu-21325.png,guetzli,97,0.9785709182100457,40.757194225732896,0.9973238731879147,25.72493310753249,100269,3.059967041015625,0.011344357393682003
3,jared-erondu-21325.png,guetzli,95,0.9710826983784232,39.25749718776669,0.9961261694806972,24.11859383653477,67103,2.047821044921875,0.018385909497737885
3,jared-erondu-21325.png,guetzli,93,0.9647859552064425,38.279036597328925,0.9950705097475714,23.07197987822822,56550,1.72576904296875,0.024894338101148605
3,jared-erondu-21325.png,guetzli,91,0.9589305713353203,37.505226947411586,0.9940219616265611,22.234413015216823,50565,1.543121337890625,0.03343990817666054
3,jared-erondu-21325.png,guetzli,89,0.952104282313071,36.79422868318255,0.9926961555684655,21.36448485644298,41621,1.270172119140625,0.04321276396512985
3,jared-erondu-21325.png,guetzli,87,0.9457332608832189,36.103739793019265,0.9913865745146925,20.64824099009642,37713,1.150909423828125,0.05366919934749603
3,jared-erondu-21325.png,guetzli,85,0.9402857192721156,35.64960961165078,0.9902544592928075,20.111940601240384,34044,1.0389404296875,0.060653336346149445
4,lobostudio-hamburg-75377.png,guetzli,99,0.9911680881815227,45.787266904341955,0.9989889376616408,29.952220665941685,137978,4.21075439453125,0.002405771752819419
4,lobostudio-hamburg-75377.png,guetzli,97,0.9831704900484436,42.974090995809455,0.9980327001845872,27.061294487959536,98353,3.001495361328125,0.005776218604296446
4,lobostudio-hamburg-75377.png,guetzli,95,0.9751057094677306,41.228860615159164,0.9969421685816837,25.1458646140674,70575,2.153778076171875,0.010707125999033451
4,lobostudio-hamburg-75377.png,guetzli,93,0.9680586271615738,40.01108265591368,0.9958360368339204,23.80493120861582,52225,1.593780517578125,0.01727995276451111
4,lobostudio-hamburg-75377.png,guetzli,91,0.9608520405389177,39.02730156820883,0.9946634524928961,22.727396200367792,42763,1.305023193359375,0.024003969505429268
4,lobostudio-hamburg-75377.png,guetzli,89,0.9554555141832095,38.3762122786226,0.9936827426956286,21.99471433760547,37361,1.140167236328125,0.030273443087935448
4,lobostudio-hamburg-75377.png,guetzli,87,0.9495512187143379,37.78136921835865,0.9926135527231206,21.315643977411973,33254,1.01483154296875,0.03940378129482269
4,lobostudio-hamburg-75377.png,guetzli,85,0.9443068119548791,37.33314324763091,0.9916158633343465,20.765416510836975,29907,0.912689208984375,0.04183754697442055
5,benjamin-sloth-lindgreen-705.png,guetzli,99,0.9693561633039733,39.300307697641486,0.9976703973403475,26.327181465429828,189067,5.769866943359375,0.0035044681280851364
5,benjamin-sloth-lindgreen-705.png,guetzli,97,0.9575412871746116,37.16927833709936,0.9962058556851798,24.2088615422277,127109,3.879058837890625,0.0076714688912034035
5,benjamin-sloth-lindgreen-705.png,guetzli,95,0.9468692279615546,35.81422432081289,0.9946909970742309,22.749870353209232,90139,2.750823974609375,0.013799440115690231
5,benjamin-sloth-lindgreen-705.png,guetzli,93,0.9372551351966466,34.82868065465296,0.993197500722823,21.673314956956574,69759,2.128875732421875,0.02043384686112404
5,benjamin-sloth-lindgreen-705.png,guetzli,91,0.9292731752450617,34.10499631223969,0.9918581747678695,20.892782241791647,62106,1.89532470703125,0.026100821793079376
5,benjamin-sloth-lindgreen-705.png,guetzli,89,0.9211222089213905,33.472551797278854,0.990398886692795,20.176784049664562,53355,1.628265380859375,0.030664142221212387
5,benjamin-sloth-lindgreen-705.png,guetzli,87,0.9131245625389467,32.95477105338137,0.9888899073774918,19.542823204221815,47405,1.446685791015625,0.03745326027274132
5,benjamin-sloth-lindgreen-705.png,guetzli,85,0.9073272467610476,32.576288729173726,0.9877578935090451,19.121438470037205,44951,1.371795654296875,0.042944952845573425
6,michael-durana-82941.png,guetzli,99,0.9868220629365494,40.78457908849492,0.9985136675998705,28.278840550446866,152636,4.6580810546875,0.002906808163970709
6,michael-durana-82941.png,guetzli,97,0.9790440586312249,38.44019174966816,0.9972968399356951,25.681282373252415,106433,3.248077392578125,0.006772591732442379
6,michael-durana-82941.png,guetzli,95,0.9719862408738905,36.9151293490365,0.9961562873180559,24.15249083362966,78047,2.381805419921875,0.011658699251711369
6,michael-durana-82941.png,guetzli,93,0.9661650691003348,35.89060867894805,0.9951831035046936,23.172326856349635,64526,1.96917724609375,0.016543898731470108
6,michael-durana-82941.png,guetzli,91,0.9604908430957139,35.001164241916754,0.9941920785606304,22.359792667361702,58785,1.793975830078125,0.022087959572672844
6,michael-durana-82941.png,guetzli,89,0.9543739368677769,34.36947009218214,0.9930130207564345,21.557105469157378,45574,1.39080810546875,0.02840517833828926
6,michael-durana-82941.png,guetzli,87,0.9480022925869492,33.721692619528,0.9918569103980597,20.892107864506656,40011,1.221038818359375,0.03358917683362961
6,michael-durana-82941.png,guetzli,85,0.9431704092820299,33.228171837865226,0.9908833628848631,20.4016533181114,35927,1.096405029296875,0.03779040277004242
7,juskteez-vu-1041.png,guetzli,99,0.9770728991599511,39.321636874547885,0.9964478871325084,24.495132430764308,190240,5.8056640625,0.009054272435605526
7,juskteez-vu-1041.png,guetzli,97,0.9606211250200664,36.947960424799064,0.9935483156717875,21.903268901778773,125854,3.84075927734375,0.020797880366444588
7,juskteez-vu-1041.png,guetzli,95,0.9413070636404007,35.27488562926377,0.9903875853097556,20.17167501517743,101067,3.084320068359375,0.030015429481863976
7,juskteez-vu-1041.png,guetzli,93,0.9218938565192069,34.0954107721858,0.9871714204213298,18.91821427436121,85693,2.615142822265625,0.03929941728711128
7,juskteez-vu-1041.png,guetzli,91,0.9029242210122783,33.2014162800729,0.9835909535575247,17.849166558027058,74519,2.274139404296875,0.04589073732495308
7,juskteez-vu-1041.png,guetzli,89,0.8833106201189077,32.454195359477936,0.9798579771603937,16.958969159093343,66082,2.01666259765625,0.05361955612897873
7,juskteez-vu-1041.png,guetzli,87,0.8618049455621284,31.77217545623644,0.9750650564993302,16.031916114991624,57750,1.76239013671875,0.06673537194728851
7,juskteez-vu-1041.png,guetzli,85,0.8457313491861299,31.336872124858477,0.971375899586767,15.432681532706747,53275,1.625823974609375,0.07386936992406845
8,philippe-wuyts-45997.png,guetzli,99,0.9497850732688521,36.862459033482,0.9962811181878026,24.29587623503388,235820,7.1966552734375,0.0033865971490740776
8,philippe-wuyts-45997.png,guetzli,97,0.9312561311460202,34.564045559291046,0.993859951890157,22.118282259667318,175343,5.351043701171875,0.00831775926053524
8,philippe-wuyts-45997.png,guetzli,95,0.9158516419390649,33.16257106493466,0.9915227590066353,20.71745470422878,128599,3.924530029296875,0.01614072546362877
8,philippe-wuyts-45997.png,guetzli,93,0.902522502335437,32.196019054612194,0.9893222879936266,19.715217968822657,104573,3.191314697265625,0.025011949241161346
8,philippe-wuyts-45997.png,guetzli,91,0.8909665341324743,31.491205400753675,0.9873092092928836,18.965113180913168,91616,2.7958984375,0.03403453528881073
8,philippe-wuyts-45997.png,guetzli,89,0.8799425778667422,30.919127871223605,0.9852568811754664,18.314106341833686,78939,2.409027099609375,0.0452469065785408
8,philippe-wuyts-45997.png,guetzli,87,0.8689658612829043,30.4230877691748,0.9830272644614859,17.702481557060295,69803,2.130218505859375,0.057529568672180176
8,philippe-wuyts-45997.png,guetzli,85,0.8611119220367703,30.092352501888353,0.9814255701165857,17.31084507434791,66105,2.017364501953125,0.06757204234600067
9,amy-zhang-15940.png,guetzli,99,0.9835338889738999,40.22606873074427,0.9980855653153896,27.179594460293643,182025,5.554962158203125,0.003535524243488908
9,amy-zhang-15940.png,guetzli,97,0.9719366436545696,37.7183097896891,0.9964407137870618,24.486370876629465,117729,3.592803955078125,0.008415848016738892
9,amy-zhang-15940.png,guetzli,95,0.9608210931140215,36.061564383557595,0.9949031384250742,22.926971612047424,90992,2.77685546875,0.014062060043215752
9,amy-zhang-15940.png,guetzli,93,0.9509760079018642,34.99480981498766,0.9934612153704054,21.84502966922144,72587,2.215179443359375,0.019389905035495758
9,amy-zhang-15940.png,guetzli,91,0.9413226736802777,34.10627324433411,0.9920093647686542,20.974186942151437,63473,1.937042236328125,0.024799935519695282
9,amy-zhang-15940.png,guetzli,89,0.9326149138483041,33.46986606167693,0.9904337721502973,20.192592792564295,55957,1.707672119140625,0.028618227690458298
9,amy-zhang-15940.png,guetzli,87,0.9230479547354768,32.836670745220786,0.9888149070804656,19.513604036752255,51405,1.568756103515625,0.03380166366696358
9,amy-zhang-15940.png,guetzli,85,0.916607822545974,32.40195939349922,0.98761430383072,19.07079577775791,47771,1.457855224609375,0.03894978016614914
10,allef-vinicius-109434.png,guetzli,99,0.9873366528091573,44.115154169628795,0.9987655499514828,29.085264789133,158253,4.829498291015625,0.002821480855345726
10,allef-vinicius-109434.png,guetzli,97,0.9787997468463252,41.80297421664876,0.9977494417046825,26.477097332223615,122929,3.751495361328125,0.006658055353909731
10,allef-vinicius-109434.png,guetzli,95,0.9716643867982665,40.55496501150466,0.9967464083330563,24.876369529113717,86197,2.630523681640625,0.012350078672170639
10,allef-vinicius-109434.png,guetzli,93,0.9655798788561736,39.673362933635225,0.9958700911227364,23.84059530556231,72775,2.220916748046875,0.018632957711815834
10,allef-vinicius-109434.png,guetzli,91,0.9591293982233798,38.90001922741517,0.9947379413558461,22.78844316134297,60219,1.837738037109375,0.024281056597828865
10,allef-vinicius-109434.png,guetzli,89,0.9536585390530545,38.27340616430989,0.9937879961298047,22.067682823697623,51145,1.560821533203125,0.03183409944176674
10,allef-vinicius-109434.png,guetzli,87,0.947160745135049,37.65217690433683,0.9925514910343118,21.279306551419563,44614,1.36151123046875,0.04328983277082443
10,allef-vinicius-109434.png,guetzli,85,0.943108723055,37.25996322715274,0.9917248903088902,20.822262407029438,41783,1.275115966796875,0.05091290548443794
11,alexander-shustov-73.png,guetzli,99,0.9794514331125302,34.888151324717256,0.9979244610880659,26.828691201125597,238295,7.272186279296875,0.002406608546152711
11,alexander-shustov-73.png,guetzli,97,0.9645233697757002,32.3790307901249,0.9958265159877412,23.79501245850549,156868,4.7872314453125,0.005592534318566322
11,alexander-shustov-73.png,guetzli,95,0.9500569791965923,30.824138911746832,0.9934866336157849,21.86194491583713,122094,3.72601318359375,0.010196801275014877
11,alexander-shustov-73.png,guetzli,93,0.9366946431630566,29.727257077652457,0.9912206668052995,20.565384682464295,105185,3.209991455078125,0.016476184129714966
11,alexander-shustov-73.png,guetzli,91,0.9241946909924166,28.90218610217639,0.9889834400728584,19.579539987598483,94584,2.886474609375,0.023179825395345688
11,alexander-shustov-73.png,guetzli,89,0.9129450342650326,28.26684063141615,0.9867220213959659,18.7686803550514,80178,2.44683837890625,0.02949003130197525
11,alexander-shustov-73.png,guetzli,87,0.9007842771630429,27.686894131562553,0.9843887750407249,18.06563018002197,71682,2.18756103515625,0.03462652489542961
11,alexander-shustov-73.png,guetzli,85,0.8909844769754248,27.26950823023528,0.9824988798565574,17.569341537966977,67863,2.071014404296875,0.03877228498458862
12,roberto-nickson-48063.png,guetzli,99,0.9828488181206853,41.543663872289656,0.9982522702096461,27.575257110776793,175895,5.367889404296875,0.0019271103665232658
12,roberto-nickson-48063.png,guetzli,97,0.9715536310450948,39.149059801929994,0.9964893990373851,24.546185324210697,108947,3.324798583984375,0.004191960208117962
12,roberto-nickson-48063.png,guetzli,95,0.9627842015850221,37.71323504612766,0.9948987233943365,22.92321127153695,68510,2.09075927734375,0.00806830171495676
12,roberto-nickson-48063.png,guetzli,93,0.9571363321055868,36.80245764304129,0.9937525915017682,22.043000959864706,51230,1.56341552734375,0.011625012382864952
12,roberto-nickson-48063.png,guetzli,91,0.9518032608199826,36.01193899518984,0.9926338895341795,21.327617725383227,43084,1.3148193359375,0.014777692966163158
12,roberto-nickson-48063.png,guetzli,89,0.9475055426780993,35.3982734308265,0.9916774417426267,20.79743156127175,37458,1.14312744140625,0.019214998930692673
12,roberto-nickson-48063.png,guetzli,87,0.94351002273763,34.83706154496241,0.9907860849518196,20.35555796237515,33721,1.029083251953125,0.022948097437620163
12,roberto-nickson-48063.png,guetzli,85,0.9406226535824266,34.48854167130716,0.9901756262275324,20.07695122970801,32169,0.981719970703125,0.02707221731543541
13,andrew-ruiz-376.png,guetzli,99,0.9854070075538918,37.80249618497058,0.9985557847026312,28.403680591975217,182095,5.557098388671875,0.002236942993476987
13,andrew-ruiz-376.png,guetzli,97,0.9756094058875565,35.365987702216735,0.9972490487763674,25.60517109899311,136243,4.157806396484375,0.005378586705774069
13,andrew-ruiz-376.png,guetzli,95,0.9663726708884509,33.85151685566693,0.9959269687236081,23.90082254998149,98051,2.992279052734375,0.00917356088757515
13,andrew-ruiz-376.png,guetzli,93,0.9575699205242162,32.76723671827723,0.9946902896061488,22.749291658831872,83132,2.5369873046875,0.01260512787848711
13,andrew-ruiz-376.png,guetzli,91,0.9494793387054492,31.907599345246176,0.9934596808678502,21.844010599402274,73828,2.2530517578125,0.016340788453817368
13,andrew-ruiz-376.png,guetzli,89,0.9421984130080833,31.251148485417495,0.9923848426143219,21.18321116487467,66908,2.0418701171875,0.019616451114416122
13,andrew-ruiz-376.png,guetzli,87,0.9337787029546453,30.596354837449965,0.9910284307287901,20.471315852481375,60251,1.838714599609375,0.024483872577548027
13,andrew-ruiz-376.png,guetzli,85,0.92705395445327,30.149921096226503,0.98990815882469,19.960295929968346,55448,1.692138671875,0.02669050171971321
14,martin-wessely-211.png,guetzli,99,0.982828974238919,37.18034887197937,0.9977390749291645,26.45713830340126,198309,6.051910400390625,0.004401230253279209
14,martin-wessely-211.png,guetzli,97,0.9686988855004114,34.47428650421661,0.9957863467456067,23.75341205771,137483,4.195648193359375,0.010372452437877655
14,martin-wessely-211.png,guetzli,95,0.9533271192797589,32.721701461327434,0.9936121281560436,21.946438054360073,107975,3.295135498046875,0.017603442072868347
14,martin-wessely-211.png,guetzli,93,0.9385550383215874,31.532953198609786,0.9914555587221202,20.683163305871304,93161,2.843048095703125,0.025499721989035606
14,martin-wessely-211.png,guetzli,91,0.9237338602820359,30.616229708623173,0.9890089602326158,19.589612207814756,80177,2.446807861328125,0.0350271612405777
14,martin-wessely-211.png,guetzli,89,0.9104882492725878,29.908325791600397,0.9867554564174202,18.779630032393374,72728,2.219482421875,0.04395812377333641
14,martin-wessely-211.png,guetzli,87,0.8941148567762592,29.237671791718995,0.9838825420498808,17.92703454174404,64750,1.97601318359375,0.053082093596458435
14,martin-wessely-211.png,guetzli,85,0.8820710645670699,28.788690184909697,0.9816919211802336,17.373572265202508,60543,1.847625732421875,0.06107974052429199
15,mullermarc-184.png,guetzli,99,0.9924425833450483,42.60873704866717,0.9992433491849589,31.211044957806916,142853,4.359527587890625,0.0025189099833369255
15,mullermarc-184.png,guetzli,97,0.9848447784381161,39.60795852414228,0.998413437897931,27.995429238421593,112557,3.434967041015625,0.006250025704503059
